Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=TX
78727,TX,6.25,23438.0,07/05/2012,,
78723,TX,6.0,22625.0,05/17/2012,,
78748,TX,4.655,18526.9,05/17/2012,,
78738,TX,6.72,29232.0,07/05/2012,,
78731,TX,6.24,27308.54,11/08/2012,,
78746,TX,6.12,24602.99,11/08/2012,,
78703,TX,3.5,15731.62,08/16/2012,,
78732,TX,6.0,23334.0,06/20/2012,,
78730,TX,6.24,26880.0,06/20/2012,,
78731,TX,8.75,28875.0,07/12/2012,,
78734,TX,3.87,12852.0,07/26/2012,,
78724,TX,5.25,19688.0,07/05/2012,,
78732,TX,4.5,17100.0,06/20/2012,,
78745,TX,3.0,11400.0,07/05/2012,,
78747,TX,4.0,16200.0,07/26/2012,,
78735,TX,5.75,21688.0,06/07/2012,,
78747,TX,6.24,25800.0,07/05/2012,,
78734,TX,6.25,23437.0,06/20/2012,,
78732,TX,6.0,21000.0,07/19/2012,,
78747,TX,6.16,35779.63,08/16/2012,,
78753,TX,4.0,16623.0,08/16/2012,,
78745,TX,3.185,12103.0,05/17/2012,,
78732,TX,6.25,22500.0,07/19/2012,,
78744,TX,6.0,22500.0,05/03/2012,,
78746,TX,6.25,23455.0,11/01/2012,,
78732,TX,6.0,23334.0,06/07/2012,,
78748,TX,4.655,18526.9,05/17/2012,,
78732,TX,5.22,23335.0,07/12/2012,,
78750,TX,5.635,21413.0,08/02/2012,,
78756,TX,6.54,29537.64,10/17/2012,,
78749,TX,6.24,25552.0,08/23/2012,,
78727,TX,6.0,22500.0,07/12/2012,,
78746,TX,5.88,23284.0,12/13/2012,,
78753,TX,5.865,22119.0,07/05/2012,,
78745,TX,3.0,11400.0,05/17/2012,,
78732,TX,6.25,22500.0,07/19/2012,,
78732,TX,6.25,24307.0,07/12/2012,,
78746,TX,2.625,34800.0,10/25/2012,,
78722,TX,4.5,17875.0,10/19/2012,,
78732,TX,7.04,25510.24,08/23/2012,,
78732,TX,5.75,23147.08,07/12/2012,,
78746,TX,6.24,28608.0,12/13/2012,,
78745,TX,6.24,23913.56,07/12/2012,,
78703,TX,3.36,14326.44,08/30/2012,,
78733,TX,6.24,25200.0,05/09/2012,,
78746,TX,4.08,16882.09,10/17/2012,,
78732,TX,4.75,17548.3,07/19/2012,,
78748,TX,6.0,23880.0,05/03/2012,,
78732,TX,5.5,21390.19,07/05/2012,,
78732,TX,4.35,16650.5,06/20/2012,,
78723,TX,5.7,21456.0,07/12/2012,,
78723,TX,6.9,24730.0,07/12/2012,,
78732,TX,5.8,23147.0,06/20/2012,,
78732,TX,4.64,18518.0,06/20/2012,,
78748,TX,4.335,16110.0,05/24/2012,,
78732,TX,6.375,24621.23,08/02/2012,,
78732,TX,8.36,26793.78,05/24/2012,,
78731,TX,6.25,26460.0,06/20/2012,,
78753,TX,5.5,20625.0,04/19/2012,,
78747,TX,6.5,24500.0,04/19/2012,,
78744,TX,6.25,23438.0,04/19/2012,,
78735,TX,14.75,65732.0,08/02/2012,,
78732,TX,9.5,39615.0,06/20/2012,,
78731,TX,6.25,29372.25,07/12/2012,,
78727,TX,3.6,11896.82,11/20/2012,,
78704,TX,2.925,20260.42,08/02/2012,,
78732,TX,5.075,19437.25,06/07/2012,,
78703,TX,3.52,16985.0,09/27/2012,,
78724,TX,3.5,12600.0,05/03/2012,,
78734,TX,6.0,22500.0,05/03/2012,,
78724,TX,6.25,22500.0,05/17/2012,,
78744,TX,5.5,20750.0,04/19/2012,,
78703,TX,2.64,9880.0,10/10/2012,,
78748,TX,5.39,20482.0,05/17/2012,,
78732,TX,3.625,14466.92,05/24/2012,,
78732,TX,6.24,27249.08,10/17/2012,,
78748,TX,6.0,23880.0,04/13/2012,,
78746,TX,6.24,29238.0,07/19/2012,,
78704,TX,10.0,39796.0,08/23/2012,,
78735,TX,6.0,23225.0,04/19/2012,,
78759,TX,5.94,22774.92,05/03/2012,,
78735,TX,5.25,20338.0,03/29/2012,,
78749,TX,4.95,31164.79,07/19/2012,,
78733,TX,6.48,24975.0,03/29/2012,,
78702,TX,1.71,7199.24,06/20/2012,,
78748,TX,7.92,26533.78,07/05/2012,,
78732,TX,6.25,24922.56,07/05/2012,,
78732,TX,6.25,24168.0,07/05/2012,,
78758,TX,6.0,19500.0,03/29/2012,,
78747,TX,6.125,23275.0,04/25/2012,,
78746,TX,6.25,23750.0,07/05/2012,,
78745,TX,3.185,12103.0,04/25/2012,,
78746,TX,3.75,14800.0,05/03/2012,,
78731,TX,5.635,21413.0,05/03/2012,,
78735,TX,6.24,23088.0,03/29/2012,,
78736,TX,6.0,19500.0,04/05/2012,,
78735,TX,6.25,20313.0,03/29/2012,,
78704,TX,4.5,22729.0,08/16/2012,,
78724,TX,4.8,15600.0,03/22/2012,,
78703,TX,3.6,13847.27,06/07/2012,,
78727,TX,9.24,29990.22,04/25/2012,,
78744,TX,5.76,18720.0,03/15/2012,,
78745,TX,5.04,21462.0,05/17/2012,,
78753,TX,3.06,14300.0,05/17/2012,,
78759,TX,2.75,9900.0,05/03/2012,,
78759,TX,5.76,23951.96,05/03/2012,,
78753,TX,6.0,20600.0,04/19/2012,,
78759,TX,4.0,12400.0,06/07/2012,,
78750,TX,6.58,26517.4,05/17/2012,,
78746,TX,6.25,22500.0,04/13/2012,,
78754,TX,6.0,19500.0,03/01/2012,,
78723,TX,5.76,19095.0,04/25/2012,,
78728,TX,6.24,20280.0,02/23/2012,,
78723,TX,4.07,12242.81,03/29/2012,,
78724,TX,6.24,20280.0,02/23/2012,,
78751,TX,6.0,20595.0,03/07/2012,,
78730,TX,6.24,22918.78,03/29/2012,,
78731,TX,6.3,21388.64,03/29/2012,,
78732,TX,6.38,27112.33,05/03/2012,,
78732,TX,5.4,21119.95,04/05/2012,,
78732,TX,6.58,29434.0,04/05/2012,,
78750,TX,6.24,29427.47,07/19/2012,,
78748,TX,5.4,21086.39,04/13/2012,,
78732,TX,5.28,19434.92,03/15/2012,,
78704,TX,3.8,17222.0,03/29/2012,,
78759,TX,6.12,23345.0,04/13/2012,,
78704,TX,5.238,27485.0,07/26/2012,,
78727,TX,6.76,24636.95,03/29/2012,,
78732,TX,6.11,27605.74,03/15/2012,,
78732,TX,6.11,25482.23,04/19/2012,,
78732,TX,3.48,16420.2,03/15/2012,,
78703,TX,5.76,21874.48,03/15/2012,,
78735,TX,6.24,23400.0,02/15/2012,,
78748,TX,6.3,25200.0,06/20/2012,,
78703,TX,4.32,19492.0,09/13/2012,,
78703,TX,3.6,13631.0,08/30/2012,,
78703,TX,3.6,16178.0,08/16/2012,,
78745,TX,6.345,27332.0,02/23/2012,,
78703,TX,3.6,16178.0,08/16/2012,,
78703,TX,4.68,20849.0,08/16/2012,,
78703,TX,4.32,19329.0,08/23/2012,,
78703,TX,2.88,13284.0,08/23/2012,,
78703,TX,3.96,16095.0,09/13/2012,,
78703,TX,5.76,25380.0,08/30/2012,,
78734,TX,4.56,18240.0,06/20/2012,,
78746,TX,6.12,27114.34,08/02/2012,,
78746,TX,1.52,5746.0,03/29/2012,,
78724,TX,5.61,20196.0,02/15/2012,,
78745,TX,4.84,20600.0,03/15/2012,,
78701,TX,1.71,7487.25,06/07/2012,,
78701,TX,1.71,7487.25,06/07/2012,,
78701,TX,1.71,7487.25,06/07/2012,,
78701,TX,1.71,7487.25,06/07/2012,,
78757,TX,6.3,26186.28,02/15/2012,,
78727,TX,6.3,24640.05,03/07/2012,,
78757,TX,5.72,23073.0,03/01/2012,,
78734,TX,3.33,15557.7,02/23/2012,,
78703,TX,1.44,5616.0,10/10/2012,,
78735,TX,6.24,24860.0,08/30/2012,,
78733,TX,2.16,11385.0,02/15/2012,,
78703,TX,2.16,8424.0,10/10/2012,,
78703,TX,2.16,8424.0,10/10/2012,,
78703,TX,2.88,11232.0,10/10/2012,,
78703,TX,2.16,8424.0,10/10/2012,,
78703,TX,2.16,8424.0,10/10/2012,,
78703,TX,2.16,8424.0,10/10/2012,,
78703,TX,2.16,8424.0,10/10/2012,,
78703,TX,2.16,8424.0,10/10/2012,,
78703,TX,2.16,8424.0,10/10/2012,,
78703,TX,2.16,8424.0,10/10/2012,,
78703,TX,2.16,8424.0,10/10/2012,,
78703,TX,2.88,11232.0,10/10/2012,,
78703,TX,1.44,5616.0,10/10/2012,,
78703,TX,2.16,8424.0,10/10/2012,,
78703,TX,2.16,8424.0,10/10/2012,,
78703,TX,2.16,8424.0,10/10/2012,,
78703,TX,2.88,11232.0,10/10/2012,,
78703,TX,2.16,8424.0,10/10/2012,,
78703,TX,2.16,8424.0,10/10/2012,,
78703,TX,2.16,8424.0,10/10/2012,,
78703,TX,1.44,5616.0,10/10/2012,,
78703,TX,2.16,8424.0,10/10/2012,,
78703,TX,2.88,11232.0,10/10/2012,,
78703,TX,1.44,5616.0,10/10/2012,,
78731,TX,5.0,21737.0,05/03/2012,,
78734,TX,3.33,17660.85,02/23/2012,,
78733,TX,5.52,19872.0,02/15/2012,,
78751,TX,6.12,24316.72,02/15/2012,,
78703,TX,6.12,29099.98,01/19/2012,,
78759,TX,6.3,25259.5,02/02/2012,,
78753,TX,6.24,21900.0,01/19/2012,,
78732,TX,6.48,24676.71,03/01/2012,,
78746,TX,6.105,24930.98,02/02/2012,,
78734,TX,3.68,14707.42,07/26/2012,,
78731,TX,4.86,18976.77,04/05/2012,,
78744,TX,5.88,22109.0,03/07/2012,,
78727,TX,6.24,23088.0,01/19/2012,,
78723,TX,6.5,24275.0,05/03/2012,,
78704,TX,6.37,23263.0,01/19/2012,,
78745,TX,3.22,12250.1,02/15/2012,,
78723,TX,2.035,8177.57,01/19/2012,,
78745,TX,3.24,17756.53,08/02/2012,,
78736,TX,6.37,27386.0,02/02/2012,,
78704,TX,3.42,14826.0,03/29/2012,,
78749,TX,4.5,21264.93,02/15/2012,,
78704,TX,2.66,11850.0,03/22/2012,,
78745,TX,2.58,15490.0,02/23/2012,,
78704,TX,4.37,19591.0,05/17/2012,,
78704,TX,4.56,19492.0,04/05/2012,,
78704,TX,4.56,19492.0,03/29/2012,,
78704,TX,2.66,11850.0,03/29/2012,,
78704,TX,4.18,17868.0,03/29/2012,,
78704,TX,4.18,17929.0,03/29/2012,,
78704,TX,2.66,11850.0,03/29/2012,,
78704,TX,4.56,20855.0,03/29/2012,,
78704,TX,2.66,11850.0,03/29/2012,,
78704,TX,3.8,16388.0,05/03/2012,,
78731,TX,6.24,28039.59,02/23/2012,,
78749,TX,6.21,24991.26,02/15/2012,,
78731,TX,5.39,20495.0,02/02/2012,,
78732,TX,5.76,21295.93,03/01/2012,,
78733,TX,14.455,56872.0,02/15/2012,,
78733,TX,2.45,10780.0,02/15/2012,,
78731,TX,6.345,28369.28,01/19/2012,,
78756,TX,6.24,26651.0,02/15/2012,,
78730,TX,6.344,29503.4,02/02/2012,,
78749,TX,2.58,11146.0,03/01/2012,,
78746,TX,5.4,21549.36,01/19/2012,,
78732,TX,6.48,23974.17,02/15/2012,,
78746,TX,6.105,30615.85,09/13/2012,,
78732,TX,2.31,7757.09,01/19/2012,,
78746,TX,6.44,27074.92,02/23/2012,,
78705,TX,8.0,26036.0,02/15/2012,,
78746,TX,6.0,32062.0,02/23/2012,,
78744,TX,3.515,20790.08,05/09/2012,,
78744,TX,3.515,20790.08,05/09/2012,,
78753,TX,6.63,25351.92,05/24/2012,,
78704,TX,2.53,10368.27,02/15/2012,,
78733,TX,6.48,23974.17,03/01/2012,,
78723,TX,3.24,12952.02,01/19/2012,,
78734,TX,6.48,25911.84,02/02/2012,,
78731,TX,3.22,18041.42,02/23/2012,,
78617,TX,3.515,21301.09,05/09/2012,,
78617,TX,3.5,20790.08,05/09/2012,,
78744,TX,3.515,21301.14,05/17/2012,,
78744,TX,3.515,21301.09,05/09/2012,,
78744,TX,3.515,21048.7,05/09/2012,,
78744,TX,3.5,20790.08,05/09/2012,,
78747,TX,3.5,20790.08,05/09/2012,,
78747,TX,3.515,21301.09,05/17/2012,,
78747,TX,3.515,21242.29,05/09/2012,,
78747,TX,3.515,21242.29,05/09/2012,,
78735,TX,6.48,22708.67,05/03/2012,,
78723,TX,5.94,20783.13,08/09/2012,,
78745,TX,6.24,32429.82,10/10/2012,,
78723,TX,6.27,26982.68,01/19/2012,,
78730,TX,6.105,28130.15,08/02/2012,,
78750,TX,5.94,21704.99,03/29/2012,,
78746,TX,6.11,32415.85,09/13/2012,,
78759,TX,5.5,25908.0,02/02/2012,,
78763,TX,18.72,98000.0,03/07/2012,,
78702,TX,3.055,15275.0,08/02/2012,,
78724,TX,8.46,41487.0,09/25/2012,,
78749,TX,14.88,44760.0,05/27/2012,,
78732,TX,8.4,36795.0,06/17/2012,,
78702,TX,4.9,22062.68,02/03/2012,,
78702,TX,15.19,68394.0,02/03/2012,,
78733,TX,10.32,63677.0,01/27/2012,,
76436,TX,9.9,34551.0,10/05/2012,,
79745,TX,1.225,4616.65,10/23/2012,,
77539,TX,8.51,32000.0,10/24/2012,,
75407,TX,3.68,19362.0,07/23/2012,,
77573,TX,5.39,13950.5,07/24/2012,,
76689,TX,8.1,18351.0,07/23/2012,,
77515,TX,7.105,15425.0,06/19/2012,,
77382,TX,4.14,17497.14,01/24/2012,,
77302,TX,10.12,46266.79,02/29/2012,,
75032,TX,10.12,43421.299,07/27/2012,,
75052,TX,7.82,36675.88,07/31/2012,,
76148,TX,8.46,30636.0,06/25/2012,,
75032,TX,10.12,42435.25,07/06/2012,,
75002,TX,5.88,19295.0,10/08/2012,,
76051,TX,5.88,21780.0,10/08/2012,,
75220,TX,5.88,23250.0,10/30/2012,,
75013,TX,5.88,21750.0,10/26/2012,,
75025,TX,4.9,19400.0,10/22/2012,,
75104,TX,7.35,27750.0,10/30/2012,,
75082,TX,6.37,26590.0,10/08/2012,,
76179,TX,10.29,37330.0,10/06/2012,,
75142,TX,5.88,23200.0,10/30/2012,,
75023,TX,5.88,24200.0,10/30/2012,,
75093,TX,6.76,26364.0,09/12/2012,,
75407,TX,5.88,25500.0,10/19/2012,,
75063,TX,8.33,35700.0,10/30/2012,,
76001,TX,4.655,20102.0,10/30/2012,,
76012,TX,6.24,31044.0,09/11/2012,,
76039,TX,8.8,43780.0,08/28/2012,,
75248,TX,9.9,49253.0,08/29/2012,,
76148,TX,6.72,33432.0,09/12/2012,,
75154,TX,10.56,52536.0,08/27/2012,,
75007,TX,10.14,50447.0,09/11/2012,,
76116,TX,10.56,52536.0,08/27/2012,,
75211,TX,5.72,28457.0,08/27/2012,,
76133,TX,4.56,22686.0,08/29/2012,,
76052,TX,5.52,27462.0,09/11/2012,,
75062,TX,6.24,31044.0,08/28/2012,,
75209,TX,4.48,15500.0,09/14/2012,,
75205,TX,5.76,25056.0,09/14/2012,,
75766,TX,2.964,13350.0,08/14/2012,,
79705,TX,1.96,9447.62,08/14/2012,,
75075,TX,7.0,22544.0,09/14/2012,,
75182,TX,9.18,38000.0,08/21/2012,,
76542,TX,4.5,16875.0,08/27/2012,,
75165,TX,5.76,28800.0,08/20/2012,,
76802,TX,3.22,14490.0,09/03/2012,,
76016,TX,5.5,28822.83,08/22/2012,,
76549,TX,9.5,35850.0,08/06/2012,,
75763,TX,9.66,40480.0,08/13/2012,,
75707,TX,10.34,36900.0,08/19/2012,,
75068,TX,10.64,28525.65,08/21/2012,,
75119,TX,7.92,36613.0,08/14/2012,,
78665,TX,10.0,38850.0,07/31/2012,,
75032,TX,10.2,26277.75,09/11/2012,,
75006,TX,10.0,45500.0,08/16/2012,,
76574,TX,10.0,38500.0,08/02/2012,,
75093,TX,6.72,33432,09/14/2012,,
78665,TX,6.25,22118.39,07/11/2012,,
78634,TX,9.0,34900.0,07/09/2012,,
76712,TX,9.75,30930.0,07/12/2012,,
78660,TX,2.76,15012.29,07/27/2012,,
76132,TX,10.56,52536.0,07/23/2012,,
75065,TX,9.36,42213.6,07/30/2012,,
75119,TX,11.28,50552.0,06/28/2012,,
76126,TX,11.28,47199.11,07/13/2012,,
78665,TX,6.25,23438.0,05/29/2012,,
76011,TX,1.92,9344.25,07/31/2012,,
78626,TX,7.5,31957.0,07/30/2012,,
75063,TX,5.52,23246.03,07/06/2012,,
76034,TX,8.28,32853.8,07/30/2012,,
75244,TX,8.28,36375.0,07/31/2012,,
75401,TX,6.44,25938.0,06/22/2012,,
75070,TX,8.5,36263.75,08/01/2012,,
75771,TX,7.56,28000.0,07/30/2012,,
75243,TX,3.68,15046.75,07/30/2012,,
75052,TX,5.52,21340.52,07/23/2012,,
75056,TX,10.8,37177.0,06/11/2012,,
76008,TX,6.44,24828.0,07/10/2012,,
75233,TX,5.06,20791.42,07/16/2012,,
76530,TX,8.88,30271.49,07/17/2012,,
75154,TX,1.11,5915.0,05/29/2012,,
75074,TX,5.06,21750.88,07/31/2012,,
76103,TX,4.14,16560.0,08/01/2012,,
76801,TX,1.32,6270.0,06/29/2012,,
76542,TX,9.24,32191.97,07/12/2012,,
75218,TX,8.28,43197.63,06/26/2012,,
76016,TX,5.52,21726.0,08/01/2012,,
76801,TX,9.69,59280.0,06/29/2012,,
75230,TX,9.9,66040.0,06/20/2012,,
76708,TX,9.0,48500.0,07/16/2012,,
76549,TX,9.0,33750.0,05/22/2012,,
78665,TX,8.5,32000.0,05/07/2012,,
75051,TX,4.7,17090.0,07/31/2012,,
75229,TX,2.405,29176.37,07/24/2012,,
75209,TX,9.89,39560.0,08/01/2012,,
75904,TX,8.28,34272.11,07/30/2012,,
75766,TX,9.633,42950.0,07/07/2012,,
76016,TX,5.06,18216.0,07/15/2012,,
76031,TX,8.97,29566.0,06/07/2012,,
75070,TX,5.51,32333.0,04/10/2012,,
75006,TX,3.15,20530.0,04/04/2012,,
76103,TX,4.14,26303.0,06/21/2012,,
76049,TX,2.85,18269.0,04/30/2012,,
75218,TX,4.8,16000.0,06/13/2012,,
75052,TX,3.24,12540.0,06/08/2012,,
75229,TX,6.48,23680.0,06/08/2012,,
76002,TX,7.755,27500.0,05/30/2012,,
76067,TX,5.4,18900.0,06/13/2012,,
75023,TX,4.6,16560.0,05/30/2012,,
75089,TX,8.695,33189.0,06/08/2012,,
75082,TX,2.4,10700.0,04/18/2012,,
75212,TX,0.92,7820.0,04/20/2012,,
75212,TX,0.92,7820.0,04/20/2012,,
75212,TX,0.92,7820.0,04/20/2012,,
75212,TX,0.92,7820.0,04/20/2012,,
75212,TX,0.92,7820.0,04/20/2012,,
75212,TX,0.92,7820.0,04/20/2012,,
75212,TX,0.92,7820.0,04/20/2012,,
75212,TX,0.92,7820.0,04/20/2012,,
75212,TX,0.92,7820.0,04/20/2012,,
75212,TX,0.92,7820.0,04/20/2012,,
75212,TX,0.92,7820.0,04/20/2012,,
75212,TX,0.92,7820.0,04/20/2012,,
75212,TX,0.92,7820.0,04/20/2012,,
76137,TX,5.5,16397.96,06/19/2012,,
79934,TX,1.225,7463.0,11/14/2012,,
79927,TX,3.84,12337.5,11/13/2012,,
79925,TX,3.84,14592.0,09/27/2012,,
79927,TX,7.2,24360.0,11/11/2012,,
79936,TX,5.28,20064.0,09/12/2012,,
79938,TX,6.72,23520.0,11/12/2012,,
79934,TX,11.772,65596.0,11/13/2012,,
79928,TX,6.72,15440.0,10/24/2012,,
79905,TX,1.92,12462.0,10/26/2012,,
79936,TX,4.32,10800.0,09/04/2012,,
79932,TX,6.867,29451.71,11/15/2012,,
79932,TX,10.26,43429.0,11/15/2012,,
79911,TX,8.16,28973.0,11/14/2012,,
79936,TX,5.04,21168.0,09/04/2012,,
79912,TX,4.08,20808.0,11/01/2012,,
79928,TX,4.8,29550.0,10/24/2012,,
79928,TX,10.56,33933.39,11/09/2012,,
79936,TX,7.2,24950.87,11/15/2012,,
79904,TX,2.4,10392.0,10/29/2012,,
79932,TX,1.05,7720.33,10/03/2012,,
79924,TX,2.75,11655.09,11/14/2012,,
79934,TX,5.0,18481.38,11/15/2012,,
79907,TX,7.05,27476.0,11/14/2012,,
79911,TX,5.28,22992.0,08/22/2012,,
79912,TX,3.36,23365.0,07/25/2012,,
79924,TX,5.5,19142.23,08/23/2012,,
79922,TX,3.84,14976.0,07/16/2012,,
79902,TX,9.6,57390.0,07/18/2012,,
79936,TX,4.935,28441.0,10/09/2012,,
79912,TX,3.6,21835.63,08/19/2012,,
79932,TX,9.87,46733.0,08/08/2012,,
79936,TX,10.045,41000.0,08/06/2012,,
79912,TX,6.25,26500.0,08/23/2012,,
79927,TX,6.11,18330.0,06/05/2012,,
79836,TX,10.56,47973.25,06/18/2012,,
79930,TX,2.82,14587.0,08/02/2012,,
79934,TX,5.64,21432.0,05/13/2012,,
79928,TX,2.585,10469.0,08/20/2012,,
79935,TX,7.848,45102.0,06/01/2012,,
79928,TX,9.24,55440.0,06/04/2012,,
79925,TX,3.525,17520.0,05/07/2012,,
79912,TX,7.68,46830.0,06/01/2012,,
79904,TX,10.24,62190.0,04/17/2012,,
79934,TX,4.312,26622.0,04/04/2012,,
79912,TX,10.34,42394.0,04/05/2012,,
79934,TX,10.24,62190.0,03/27/2012,,
79836,TX,2.464,16880.0,02/06/2012,,
75672,TX,7.99,39500.0,11/30/2012,,
75662,TX,9.8,30600.0,11/29/2012,,
75601,TX,2.99,13200.0,11/01/2012,,
75652,TX,11.856,56000.0,11/28/2012,,
78840,TX,5.52,20900.0,11/27/2012,,
75605,TX,11.04,40627.0,07/30/2012,,
75601,TX,10.12,29000.0,07/26/2012,,
78516,TX,12.74,53244.44,12/03/2012,,
78045,TX,4.6,19500.0,11/28/2012,,
75605,TX,10.0,37000.0,04/13/2012,,
78575,TX,3.36,15000.0,08/31/2012,,
75501,TX,4.6,18000.0,05/23/2012,,
78332,TX,2.35,10700.0,04/19/2012,,
78414,TX,5.5,29036.0,10/31/2012,,
78412,TX,9.0,38264.0,06/27/2012,,
78414,TX,10.0,66844.64,07/30/2012,,
79562,TX,9.72,46456.17,06/29/2012,,
78382,TX,3.76,22781.0,06/15/2012,,
78412,TX,9.0,45214.0,05/29/2012,,
78539,TX,3.055,14357.0,03/05/2012,,
78418,TX,4.5,22414.0,07/05/2012,,
78341,TX,6.84,38451.2,05/04/2012,,
78550,TX,5.64,25700.0,07/02/2012,,
79510,TX,10.8,75600.0,05/16/2012,,
79510,TX,10.8,75600.0,05/16/2012,,
79562,TX,10.8,75600.0,05/24/2012,,
76179,TX,10.0,44300.0,07/31/2012,,
78852,TX,6.48,31035.0,03/08/2012,,
75172,TX,9.2,27605.98,09/11/2012,,
75150,TX,4.13,33000.0,06/16/2012,,
79922,TX,7.05,19470.0,05/07/2012,,
76135,TX,8.8,43780.0,08/28/2012,,
76309,TX,10.8,92027.42,09/17/2012,,
75244,TX,5.1,16719.79,09/12/2012,,
76133,TX,2.76,16560.0,05/09/2012,,
76366,TX,10.8,104258.41,06/19/2012,,
76028,TX,6.44,23040.0,10/08/2012,,
75766,TX,10.374,48000.0,05/28/2012,,
76366,TX,10.8,104258.41,08/25/2012,,
76367,TX,4.86,46916.28,06/12/2012,,
75211,TX,1.645,9050.0,04/19/2012,,
76210,TX,3.056,12500.0,07/23/2012,,
75006,TX,1.84,11791.0,06/11/2012,,
78043,TX,8.05,36500.0,07/27/2012,,
76705,TX,2.25,13500.0,07/25/2012,,
75766,TX,1.44,9800.0,09/10/2012,,
77573,TX,11.76,53767.0,08/21/2012,,
79912,TX,1.0,3000.0,07/27/2012,,
77546,TX,10.12,52388.84,02/20/2012,,
79936,TX,2.01,6225.0,06/12/2012,,
77546,TX,7.92,40061.75,07/30/2012,,
79905,TX,48.06,229450.0,11/15/2012,,
79904,TX,14.88,56008.0,11/14/2012,,
79901,TX,5.28,21330.0,08/23/2012,,
76384,TX,10.8,104258.41,07/26/2012,,
78559,TX,10.78,58500.0,11/28/2012,,
78559,TX,11.76,58500.0,11/28/2012,,
78559,TX,15.68,58500.0,11/28/2012,,
78559,TX,11.76,58500.0,11/28/2012,,
76120,TX,51.935,233707.5,07/19/2012,,
76310,TX,11.88,95040.0,07/16/2012,,
75482,TX,87.78,343265.98,07/30/2012,,
75020,TX,49.545,173460.0,09/04/2012,,
75219,TX,21.385,96232.5,07/25/2012,,
75219,TX,52.875,237937.5,07/25/2012,,
76120,TX,56.635,254857.5,07/23/2012,,
75061,TX,61.1,274950.0,07/26/2012,,
75061,TX,14.57,65565.0,07/19/2012,,
76120,TX,6.11,27495.0,07/23/2012,,
76120,TX,22.56,101520.0,07/23/2012,,
76120,TX,7.05,31725.0,07/23/2012,,
76120,TX,11.28,50760.0,07/23/2012,,
76120,TX,24.44,109980.0,07/23/2012,,
75244,TX,10.34,46530.0,06/07/2012,,
75244,TX,6.11,27495.0,06/07/2012,,
75244,TX,11.28,50760.0,06/07/2012,,
75244,TX,25.38,114210.0,06/07/2012,,
75244,TX,18.33,82485.0,06/07/2012,,
75244,TX,7.05,31725.0,06/07/2012,,
75244,TX,9.165,41242.5,06/07/2012,,
75244,TX,9.165,41242.5,06/07/2012,,
76712,TX,100.8,500000.0,06/25/2012,,
79905,TX,4.32,23760.0,11/15/2012,,
79911,TX,1.92,10560.0,11/06/2012,,
79911,TX,1.92,10560.0,10/30/2012,,
79936,TX,24.0,81374.0,11/12/2012,,
79911,TX,1.92,10560.0,11/06/2012,,
79938,TX,1.92,10560.0,11/13/2012,,
79938,TX,1.92,10560.0,11/05/2012,,
79938,TX,1.92,10560.0,11/06/2012,,
79911,TX,1.92,10560.0,10/30/2012,,
79912,TX,1.92,10560.0,09/05/2012,,
79912,TX,4.32,22826.0,08/22/2012,,
79911,TX,1.92,10560.0,09/05/2012,,
79911,TX,1.92,10560.0,09/05/2012,,
79911,TX,1.92,10560.0,11/05/2012,,
79911,TX,1.92,10560.0,08/22/2012,,
79911,TX,1.92,10560.0,09/05/2012,,
79911,TX,1.92,10560.0,10/30/2012,,
79905,TX,20.28,210000.0,12/11/2012,,
79912,TX,1.92,10560.0,08/22/2012,,
79934,TX,1.92,10560.0,09/04/2012,,
79938,TX,1.92,10560.0,11/13/2012,,
79938,TX,1.92,10560.0,08/22/2012,,
79938,TX,3.36,17472.0,08/22/2012,,
79938,TX,3.36,17472.0,08/23/2012,,
79938,TX,3.36,17472.0,08/22/2012,,
79912,TX,1.92,10560.0,08/23/2012,,
79934,TX,1.92,10560.0,08/23/2012,,
79912,TX,4.32,22826.0,08/22/2012,,
79936,TX,15.84,75694.74,05/18/2012,,
79925,TX,20.68,84788.0,05/07/2012,,
79907,TX,167.552,1080000.0,05/02/2012,,
78550,TX,5.64,25700.0,04/24/2012,,
78332,TX,11.04,46950.0,08/23/2012,,
78045,TX,1.74,7000.0,05/24/2012,,
78537,TX,11.28,49400.0,06/04/2012,,
78572,TX,11.28,51400.0,03/07/2012,,
78501,TX,11.28,51400.0,04/24/2012,,
78550,TX,5.64,25700.0,04/24/2012,,
79905,TX,33.6,151200.0,11/15/2012,,
79905,TX,106.56,604800.0,11/13/2012,,
76531,TX,9.75,71858,08/19/2009,,
75154,TX,10.12,58177,01/14/2010,,
76051,TX,2.24,13280,01/28/2010,,
78069,TX,10000.0,,08/13/2012,,
75070,TX,6.11,,02/13/2012,,
75069,TX,52.17,386704.0,09/01/2011,,
75023,TX,2.55,15096.0,05/18/2012,,
78660,TX,23.04,93390.0,03/02/2011,,
75247,TX,10.92,65577.0,04/01/2011,,
79821,TX,5.32,26600.0,04/08/2011,,
76028,TX,10.08,84470.4,04/29/2011,,
78332,TX,10.125,51900.0,05/04/2011,,
77611,TX,9.66,37257.79,05/18/2011,,
76255,TX,3.85,23286.78,05/24/2011,,
75024,TX,16.2,129600.0,05/27/2011,,
76137,TX,5.06,40378.8,05/31/2011,,
77302,TX,8.28,34162.0,06/05/2011,,
79912,TX,16.95,161201.13,06/07/2011,,
77318,TX,10.0,51744.0,06/23/2011,,
